Name of movie,Year of release,Watchtime,Genre,Classification,Movie Rating,Metascore,Votes,Gross collection,Des,id,keywords
Knocked Up,2007,129,"Comedy, Romance",R,6.9,85,"383,631","219,922,417","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",4964,"alcohol, one-night stand, bed, pregnancy and birth, condom, paternity, drug use, beard, unprotected sex, duringcreditsstinger"
American Gangster,2007,157,"Biography, Crime, Drama",R,7.8,76,"451,073","269,755,430","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",4982,"underdog, black people, drug traffic, drug smuggle, society, ambition, rise and fall, cop, drug dealing, police corruption, gangster, crime, police detective, family, law enforcement, aftercreditsstinger, dishonesty, criminal heroes"
Spider-Man 3,2007,139,"Action, Adventure, Sci-Fi",PG-13,6.3,59,"634,764","894,983,373","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",559,"dual identity, amnesia, sandstorm, love of one's life, forgiveness, spider, wretch, death of a friend, egomania, sand, narcism, hostility, marvel comic, sequel, superhero, revenge"
Beowulf,2007,115,"Animation, Action, Adventure",PG-13,6.3,59,"173,876","196,393,745","The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.",2310,"denmark, nordic mythology, lie, pride and vanity, folk hero, human weakness, viking, alienation, festival hall, sin, royalty, curse, battle, ancient world, adult animation, motion capture"
Ocean's Thirteen,2007,122,"Crime, Thriller",PG-13,6.9,62,"366,358","311,312,624","Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",298,"casino, thief, revenge, heist, las vegas, pretending to be rich, labor strike"
I Now Pronounce You Chuck & Larry,2007,115,"Comedy, Romance",PG-13,5.9,37,"153,757","187,134,117","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",3563,"coming out, firemen, single, pretend relationship"
The Golden Compass,2007,113,"Adventure, Family, Fantasy",PG-13,6.1,51,"196,493","372,234,864","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",2268,"england, compass, experiment, lordship, uncle, polar bear, orphan, animal, based on young adult novel"
I Am Legend,2007,101,"Action, Drama, Horror",PG-13,7.2,65,"810,726","585,410,052","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",6479,"saving the world, lost civilisation, post-apocalyptic, dystopia, matter of life and death, alone, helplessness, virus, pandemic"
Ghost Rider,2007,110,"Action, Fantasy, Thriller",PG-13,5.3,35,"251,552","228,738,393","When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",1250,"religion and supernatural, dying and death, devil's son, ghost world, stunts, flame, based on comic, demon"
Wild Hogs,2007,100,"Action, Adventure, Comedy",PG-13,5.8,27,"123,155","253,625,427","A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",11199,"midlife crisis, road trip, politically incorrect, motorcycle gang, biker film, awkwardness, travel writer, middle age, middle aged man"
The Bourne Ultimatum,2007,115,"Action, Mystery, Thriller",PG-13,8,85,"657,013","444,100,035",Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,2503,"paris, corruption, madrid, assassin, based on novel, europe, prosecution, dangerous, false identity, revelation, government, weapon, interpol, sequel, conspiracy, shootout, espionage, motorcycle, violence, foot chase, moskow, dark past, langley virginia, flashback, chase on the roof, security leak"
X-Men: The Last Stand,2006,104,"Action, Adventure, Sci-Fi",PG-13,6.6,58,"539,149","460,435,291","The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",36668,"mutant, marvel comic, based on comic, superhuman, beast, cyclops, aftercreditsstinger"
Over the Hedge,2006,83,"Animation, Adventure, Comedy",PG,6.7,67,"188,831","339,795,890","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",7518,"squirrel, eating and drinking, vororte, garden, grizzly bear, entrapment, suburbian idyll, garbage, forest, turtle, hiding in a garbage container, skunk, racoon, animal"
Poseidon,2006,98,"Action, Adventure, Thriller",PG-13,5.7,50,"110,140","181,674,817","On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",503,"new year's eve, fire, drowning, cataclysm, loss of father, atlantic ocean, ball, self-abandonment, shipwreck, giant wave, blackout, ship, daughter, single, escape, capsized ship"
Inside Man,2006,129,"Crime, Drama, Mystery",R,7.6,76,"396,209","186,003,591","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",388,"bank manager, kidnapping, nazi background, document, ultimatum, court case, heist, financial transactions"
The Devil Wears Prada,2006,109,"Comedy, Drama",PG-13,6.9,62,"463,885","326,706,115","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",350,"paris, journalist, journalism, world of fasion, fashion journal, assistant, job entrant, job interview, editor-in-chief"
Mission: Impossible III,2006,126,"Action, Adventure, Thriller",PG-13,6.9,66,"389,514","398,479,497",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,956,"berlin, cia, vatican, white house, secret identity, secret, explosive, mobile phone, map, traitor, mask, honeymoon, shanghai, pretended murder, secret mission, letter, funeral, covered investigation, to shoot dead, secret agent, video, stamp, hard drive, e-mail, decipherment, suitcase, computer, revenge, murder, mission, hospital, duel, disguise, celebration, good and bad, research laboratory, blast"
Superman Returns,2006,154,"Action, Adventure, Sci-Fi",PG-13,6.1,72,"290,969","391,081,192","Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",1452,"saving the world, dc comics, invulnerability, sequel, superhero, based on comic, kryptonite, super powers, superhuman strength, lex luthor"
The Holiday,2006,136,"Comedy, Romance",PG-13,6.9,52,"321,893","205,850,169","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",1581,"holiday, london england, film making, christmas party, country house, room exchange, surrey, romantic comedy, los angeles, multiple storylines, woman director, christmas"
Casino Royale,2006,144,"Action, Adventure, Thriller",PG-13,8,80,"692,507","616,505,162","After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",36557,"italy, poker, casino, terrorist, banker, money, free running, torture, british secret service, montenegro"
The Break-Up,2006,106,"Comedy, Drama, Romance",PG-13,5.8,46,"138,646","205,668,210",A couple's break-up proceeds to get uglier and nastier by the moment as each tries to keep their luxurious condo from the other.,9767,"bowling, chicago, american football, flat, baseball, new love, tour guide, break-up, art gallery, argument, pool table, watching tv, ex-boyfriend ex-girlfriend relationship, dinner party, condominium"
Cars,2006,116,"Animation, Adventure, Comedy",G,7.2,73,"466,733","461,991,867","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.",920,"car race, car journey, auto, route 66, wrecker, porsche, retirement, media, friendship, sport, rural setting, anthropomorphism, los angeles, road movie, aftercreditsstinger, duringcreditsstinger"
Open Season,2006,86,"Animation, Adventure, Comedy",PG,6.1,49,"105,328","200,811,689","Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",7484,"hunter, mountain, garage, grizzly bear, bunny, chase, forest, deer, bear, hunt"
The Departed,2006,151,"Crime, Drama, Thriller",R,8.5,85,"1,416,411","291,480,452",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,1422,"undercover, boston, police, friends, mafia, undercover cop, mobster, mole, state police, police training, realtor"
The Pursuit of Happyness,2006,117,"Biography, Drama",PG-13,8,64,"558,133","307,127,625",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career,1402,"san francisco, single parent, homeless person, bus, worker, homelessness, work, church service, bad luck, biography, salesman, stockbroker"
Borat,2006,84,Comedy,R,7.4,89,"440,275","262,552,893","Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",,"homeland, musical, training, daughter, cricket, princess, dragon, luck"
Night at the Museum,2006,108,"Adventure, Comedy, Family",PG,6.5,48,"375,786","574,481,229",A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,1593,"museum, skeleton, night shift, chaos, genghis khan, maya civilization, natural history, theodore roosevelt, dinosaur, based on children's book, magical object, security guard, duringcreditsstinger, inanimate objects coming to life"
